	annotatorLabels	genre	goldLabels	pairID	promptID	sentence1	sentence1BinaryParse	sentence1Parse	sentence2	sentence2BinaryParse	sentence2Parse	tokenizedSentence1	gongLabelSentence1	tokenizedSentence2	gongLabelSentence2
1352	contradiction	telephone	contradiction	245c	245	uh he was selling soda machines at the uh selling like Coca-Cola had given him	( ( uh ( he ( was ( ( ( selling ( soda machines ) ) ( at ( the ( uh selling ) ) ) ) ( like ( Coca-Cola ( had given ) ) ) ) ) ) ) him )	(ROOT (SINV (VP (VBD uh) (SBAR (S (NP (PRP he)) (VP (VBD was) (VP (VBG selling) (NP (NN soda) (NNS machines)) (PP (IN at) (NP (DT the) (JJ uh) (NN selling))) (SBAR (IN like) (S (NP (NNP Coca-Cola)) (VP (VBD had) (VP (VBN given)))))))))) (NP (PRP him))))	He was selling computers. 	( He ( ( was ( selling computers ) ) . ) )	(ROOT (S (NP (PRP He)) (VP (VBD was) (VP (VBG selling) (NP (NNS computers)))) (. .)))	['<s>', 'uh', 'Ġhe', 'Ġwas', 'Ġselling', 'Ġsoda', 'Ġmachines', 'Ġat', 'Ġthe', 'Ġuh', 'Ġselling', 'Ġlike', 'ĠCoca', '-', 'Cola', 'Ġhad', 'Ġgiven', 'Ġhim', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]	['<s>', 'He', 'Ġwas', 'Ġselling', 'Ġcomputers', '.', 'Ġ', '</s>']	[0 0 0 0 0 0 0 0]
1353	contradiction	slate	contradiction	141867c	141867	In the rest of The Bounty , Walcott relinquishes such allusive density for the simple, history-erasing realities of life in the Antilles  the mango trees that serenely rust when they are in flower, the firefly that keeps striking matches.	( ( In ( ( the rest ) ( of ( The Bounty ) ) ) ) ( , ( Walcott ( ( ( ( relinquishes ( such ( allusive density ) ) ) ( for ( ( the ( simple ( , ( history-erasing realities ) ) ) ) ( of ( life ( in ( the Antilles ) ) ) ) ) ) ) ( ( the ( mango trees ) ) ( that ( ( ( serenely rust ) ( when ( they ( are ( in ( ( flower , ) ( ( the firefly ) ( that ( keeps striking ) ) ) ) ) ) ) ) ) matches ) ) ) ) . ) ) ) )	(ROOT (S (PP (IN In) (NP (NP (DT the) (NN rest)) (PP (IN of) (NP (DT The) (NNP Bounty))))) (, ,) (NP (NNP Walcott)) (VP (VBZ relinquishes) (NP (JJ such) (NN allusive) (NN density)) (PP (IN for) (NP (NP (DT the) (JJ simple) (, ,) (JJ history-erasing) (NNS realities)) (PP (IN of) (NP (NP (NN life)) (PP (IN in) (NP (DT the) (NNPS Antilles))))))) (SBAR (NP (DT the) (JJ mango) (NNS trees)) (IN that) (S (NP (NP (JJ serenely) (NN rust)) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBP are) (PP (IN in) (NP (NP (NN flower)) (, ,) (NP (NP (DT the) (NN firefly)) (SBAR (WHNP (WDT that)) (S (VP (VBZ keeps) (ADJP (JJ striking)))))))))))) (VP (VBZ matches))))) (. .)))	Walcott embraces all important aspects of history in The Bounty. 	( Walcott ( ( embraces ( ( all ( important aspects ) ) ( of ( history ( in ( The Bounty ) ) ) ) ) ) . ) )	(ROOT (S (NP (NNP Walcott)) (VP (VBZ embraces) (NP (NP (DT all) (JJ important) (NNS aspects)) (PP (IN of) (NP (NP (NN history)) (PP (IN in) (NP (DT The) (NNP Bounty))))))) (. .)))	['<s>', 'In', 'Ġthe', 'Ġrest', 'Ġof', 'ĠThe', 'ĠBounty', 'Ġ,', 'ĠWal', 'cott', 'Ġrelinqu', 'ishes', 'Ġsuch', 'Ġall', 'usive', 'Ġdensity', 'Ġfor', 'Ġthe', 'Ġsimple', ',', 'Ġhistory', '-', 'er', 'asing', 'Ġrealities', 'Ġof', 'Ġlife', 'Ġin', 'Ġthe', 'ĠAnt', 'illes', 'Ġ', 'Ġthe', 'Ġmango', 'Ġtrees', 'Ġthat', 'Ġse', 'rene', 'ly', 'Ġrust', 'Ġwhen', 'Ġthey', 'Ġare', 'Ġin', 'Ġflower', ',', 'Ġthe', 'Ġfire', 'fly', 'Ġthat', 'Ġkeeps', 'Ġstriking', 'Ġmatches', '.', '</s>']	"[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1
 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0]"	['<s>', 'Wal', 'cott', 'Ġembraces', 'Ġall', 'Ġimportant', 'Ġaspects', 'Ġof', 'Ġhistory', 'Ġin', 'ĠThe', 'ĠBounty', '.', 'Ġ', '</s>']	[0 0 0 1 0 0 1 0 0 1 0 0 0 0 0]
1354	contradiction	government	contradiction	92011c	92011	Table 4 displays the relevant data.	( ( Table 4 ) ( ( displays ( the ( relevant data ) ) ) . ) )	(ROOT (S (NP (NNP Table) (CD 4)) (VP (VBZ displays) (NP (DT the) (JJ relevant) (NN data))) (. .)))	There is no data available.	( There ( ( is ( ( no data ) available ) ) . ) )	(ROOT (S (NP (EX There)) (VP (VBZ is) (ADJP (NP (DT no) (NN data)) (JJ available))) (. .)))	['<s>', 'Table', 'Ġ4', 'Ġdisplays', 'Ġthe', 'Ġrelevant', 'Ġdata', '.', '</s>']	[0 0 0 1 0 0 0 0 0]	['<s>', 'There', 'Ġis', 'Ġno', 'Ġdata', 'Ġavailable', '.', '</s>']	[0 0 0 0 0 0 0 0]
1355	contradiction	travel	contradiction	51863c	51863	This is normally three courses plus wine at a set price.	( This ( ( ( is normally ) ( ( three courses ) ( plus ( wine ( at ( a ( set price ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT This)) (VP (VBZ is) (ADVP (RB normally)) (NP (NP (CD three) (NNS courses)) (PP (CC plus) (NP (NP (NN wine)) (PP (IN at) (NP (DT a) (VBN set) (NN price))))))) (. .)))	The three course option at that price does not come with any drink.	( ( ( The ( three ( course option ) ) ) ( at ( that price ) ) ) ( ( ( does not ) ( come ( with ( any drink ) ) ) ) . ) )	(ROOT (S (NP (NP (DT The) (CD three) (NN course) (NN option)) (PP (IN at) (NP (DT that) (NN price)))) (VP (VBZ does) (RB not) (VP (VB come) (PP (IN with) (NP (DT any) (NN drink))))) (. .)))	['<s>', 'This', 'Ġis', 'Ġnormally', 'Ġthree', 'Ġcourses', 'Ġplus', 'Ġwine', 'Ġat', 'Ġa', 'Ġset', 'Ġprice', '.', '</s>']	[0 1 0 0 0 0 0 0 1 0 1 0 0 0]	['<s>', 'The', 'Ġthree', 'Ġcourse', 'Ġoption', 'Ġat', 'Ġthat', 'Ġprice', 'Ġdoes', 'Ġnot', 'Ġcome', 'Ġwith', 'Ġany', 'Ġdrink', '.', '</s>']	[0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0]
1356	contradiction	travel	contradiction	87931c	87931	A delightful archaeological park has been created on the hillside around these huge, mysterious rocks.	( ( A ( delightful ( archaeological park ) ) ) ( ( has ( been ( created ( on ( ( the hillside ) ( around ( these ( huge ( , ( mysterious rocks ) ) ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (JJ delightful) (JJ archaeological) (NN park)) (VP (VBZ has) (VP (VBN been) (VP (VBN created) (PP (IN on) (NP (NP (DT the) (NN hillside)) (PP (IN around) (NP (DT these) (JJ huge) (, ,) (JJ mysterious) (NNS rocks)))))))) (. .)))	A delightful swimming pool has been created on the hillside around these huge rocks.	( ( A ( delightful ( swimming pool ) ) ) ( ( has ( been ( created ( on ( ( the hillside ) ( around ( these ( huge rocks ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (JJ delightful) (NN swimming) (NN pool)) (VP (VBZ has) (VP (VBN been) (VP (VBN created) (PP (IN on) (NP (NP (DT the) (NN hillside)) (PP (IN around) (NP (DT these) (JJ huge) (NNS rocks)))))))) (. .)))	['<s>', 'A', 'Ġdelightful', 'Ġarchaeological', 'Ġpark', 'Ġhas', 'Ġbeen', 'Ġcreated', 'Ġon', 'Ġthe', 'Ġhill', 'side', 'Ġaround', 'Ġthese', 'Ġhuge', ',', 'Ġmysterious', 'Ġrocks', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]	['<s>', 'A', 'Ġdelightful', 'Ġswimming', 'Ġpool', 'Ġhas', 'Ġbeen', 'Ġcreated', 'Ġon', 'Ġthe', 'Ġhill', 'side', 'Ġaround', 'Ġthese', 'Ġhuge', 'Ġrocks', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
1357	contradiction	fiction	contradiction	34805c	34805	"One never knows."""	( One ( never ( ( knows . ) '' ) ) )	(ROOT (S (NP (PRP One)) (ADVP (RB never)) (VP (VBZ knows)) (. .) ('' '')))	One always knows.	( One ( always ( knows . ) ) )	(ROOT (S (NP (PRP One)) (ADVP (RB always)) (VP (VBZ knows)) (. .)))	"['<s>', 'One', 'Ġnever', 'Ġknows', '.""', '</s>']"	[0 0 0 0 0 0]	['<s>', 'One', 'Ġalways', 'Ġknows', '.', '</s>']	[0 0 0 0 0 0]
1358	contradiction	government	contradiction	92947c	92947	Participants agreed that it would be useful if financial reporting recognized people as assets, but raised the difficulty in valuing human capital.	( Participants ( ( agreed ( that ( it ( would ( ( be useful ) ( if ( ( financial reporting ) ( ( ( ( ( recognized people ) ( as assets ) ) , ) but ) ( ( raised ( the difficulty ) ) ( in ( valuing ( human capital ) ) ) ) ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NNS Participants)) (VP (VBD agreed) (SBAR (IN that) (S (NP (PRP it)) (VP (MD would) (VP (VB be) (ADJP (JJ useful)) (SBAR (IN if) (S (NP (JJ financial) (NN reporting)) (VP (VP (VBD recognized) (NP (NNS people)) (PP (IN as) (NP (NNS assets)))) (, ,) (CC but) (VP (VBD raised) (NP (DT the) (NN difficulty)) (PP (IN in) (S (VP (VBG valuing) (NP (JJ human) (NN capital)))))))))))))) (. .)))	Participants believed disregarding people as assets is beneficial.	( Participants ( ( ( believed ( disregarding people ) ) ( as ( assets ( is beneficial ) ) ) ) . ) )	(ROOT (S (NP (NNS Participants)) (VP (VBD believed) (NP (JJ disregarding) (NNS people)) (SBAR (IN as) (S (NP (NNS assets)) (VP (VBZ is) (ADJP (JJ beneficial)))))) (. .)))	['<s>', 'Particip', 'ants', 'Ġagreed', 'Ġthat', 'Ġit', 'Ġwould', 'Ġbe', 'Ġuseful', 'Ġif', 'Ġfinancial', 'Ġreporting', 'Ġrecognized', 'Ġpeople', 'Ġas', 'Ġassets', ',', 'Ġbut', 'Ġraised', 'Ġthe', 'Ġdifficulty', 'Ġin', 'Ġval', 'uing', 'Ġhuman', 'Ġcapital', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0]	['<s>', 'Particip', 'ants', 'Ġbelieved', 'Ġdisreg', 'arding', 'Ġpeople', 'Ġas', 'Ġassets', 'Ġis', 'Ġbeneficial', '.', '</s>']	[0 0 0 0 0 0 0 0 1 0 0 0 0]
1359	contradiction	slate	contradiction	135586c	135586	According to the National Enquirer , Jack Nicholson accidentally hit his 7-year-old son's Shih Tzu with a golf club; the pup reportedly recovered after receiving 57 stitches to the abdomen.	( ( ( ( ( According ( to ( the ( National Enquirer ) ) ) ) ( , ( ( Jack Nicholson ) ( accidentally ( hit ( ( ( his ( 7-year-old ( son 's ) ) ) ( Shih Tzu ) ) ( with ( a ( golf club ) ) ) ) ) ) ) ) ) ; ) ( ( the pup ) ( reportedly ( recovered ( after ( ( receiving ( 57 stitches ) ) ( to ( the abdomen ) ) ) ) ) ) ) ) . )	(ROOT (S (S (PP (VBG According) (PP (TO to) (NP (DT the) (NNP National) (NNP Enquirer)))) (, ,) (NP (NNP Jack) (NNP Nicholson)) (ADVP (RB accidentally)) (VP (VBD hit) (NP (NP (NP (PRP$ his) (JJ 7-year-old) (NN son) (POS 's)) (NNP Shih) (NNP Tzu)) (PP (IN with) (NP (DT a) (NN golf) (NN club)))))) (: ;) (S (NP (DT the) (NN pup)) (ADVP (RB reportedly)) (VP (VBD recovered) (PP (IN after) (S (VP (VBG receiving) (NP (CD 57) (NNS stitches)) (PP (TO to) (NP (DT the) (NN abdomen)))))))) (. .)))	The National Enquirer said Nicholson intentionally murdered a dog.	( ( The ( National Enquirer ) ) ( ( said ( Nicholson ( intentionally ( murdered ( a dog ) ) ) ) ) . ) )	(ROOT (S (NP (DT The) (NNP National) (NNP Enquirer)) (VP (VBD said) (NP (NP (NNP Nicholson)) (VP (ADVP (RB intentionally)) (VBN murdered) (NP (DT a) (NN dog))))) (. .)))	"['<s>', 'According', 'Ġto', 'Ġthe', 'ĠNational', 'ĠEn', 'quire', 'r', 'Ġ,', 'ĠJack', 'ĠNicholson', 'Ġaccidentally', 'Ġhit', 'Ġhis', 'Ġ7', '-', 'year', '-', 'old', 'Ġson', ""'s"", 'ĠSh', 'ih', 'ĠT', 'zu', 'Ġwith', 'Ġa', 'Ġgolf', 'Ġclub', ';', 'Ġthe', 'Ġpup', 'Ġreportedly', 'Ġrecovered', 'Ġafter', 'Ġreceiving', 'Ġ57', 'Ġstitches', 'Ġto', 'Ġthe', 'Ġabdomen', '.', '</s>']"	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0]"	['<s>', 'The', 'ĠNational', 'ĠEn', 'quire', 'r', 'Ġsaid', 'ĠNicholson', 'Ġintentionally', 'Ġmurdered', 'Ġa', 'Ġdog', '.', '</s>']	[0 0 0 0 0 0 1 0 0 0 0 0 0 0]
1360	contradiction	telephone	contradiction	4222c	4222	because if you look at most corporations there isn't a woman you know that's on the board of directors or that type of thing they're mostly all men there there may be a few but very incidental  and uh i i really think that it'll be a long time probably before we see that	( because ( ( ( ( if ( you ( look ( at ( most corporations ) ) ) ) ) ( there ( ( is n't ) ( ( a woman ) ( you ( know ( ( ( that ( 's ( on ( ( the board ) ( of directors ) ) ) ) ) or ) ( ( ( that type ) ( of thing ) ) ( they ( ( 're mostly ) ( ( all men ) ( there ( there ( may ( be ( a ( ( few but ) ( very incidental ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) and ) ( ( ( uh ( i i ) ) really ) ( think ( that ( it ( 'll ( ( be ( a ( long time ) ) ) ( probably ( before ( we ( see that ) ) ) ) ) ) ) ) ) ) ) )	(ROOT (SBAR (IN because) (S (S (SBAR (IN if) (S (NP (PRP you)) (VP (VBP look) (PP (IN at) (NP (JJS most) (NNS corporations)))))) (NP (EX there)) (VP (VBZ is) (RB n't) (NP (NP (DT a) (NN woman)) (SBAR (S (NP (PRP you)) (VP (VBP know) (SBAR (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (PP (IN on) (NP (NP (DT the) (NN board)) (PP (IN of) (NP (NNS directors)))))))) (CC or) (SBAR (WHNP (WHNP (WDT that) (NN type)) (PP (IN of) (NP (NN thing)))) (S (NP (PRP they)) (VP (VBP 're) (ADVP (RB mostly)) (NP (NP (DT all) (NNS men)) (SBAR (S (NP (EX there)) (ADVP (RB there)) (VP (MD may) (VP (VB be) (ADJP (DT a) (ADJP (JJ few)) (CC but) (ADJP (RB very) (JJ incidental)))))))))))))))))) (CC and) (S (NP (NP (FW uh) (FW i) (FW i)) (ADVP (RB really))) (VP (VBP think) (SBAR (IN that) (S (NP (PRP it)) (VP (MD 'll) (VP (VB be) (NP (DT a) (JJ long) (NN time)) (SBAR (ADVP (RB probably)) (IN before) (S (NP (PRP we)) (VP (VBP see) (NP (DT that))))))))))))))	A board of directors is useless, isn't it?	( ( ( ( A board ) ( of directors ) ) ( is useless ) ) ( , ( ( ( is n't ) it ) ? ) ) )	(ROOT (SINV (S (NP (NP (DT A) (NN board)) (PP (IN of) (NP (NNS directors)))) (VP (VBZ is) (ADJP (JJ useless)))) (, ,) (VP (VBZ is) (RB n't)) (NP (PRP it)) (. ?)))	"['<s>', 'because', 'Ġif', 'Ġyou', 'Ġlook', 'Ġat', 'Ġmost', 'Ġcorporations', 'Ġthere', 'Ġisn', ""'t"", 'Ġa', 'Ġwoman', 'Ġyou', 'Ġknow', 'Ġthat', ""'s"", 'Ġon', 'Ġthe', 'Ġboard', 'Ġof', 'Ġdirectors', 'Ġor', 'Ġthat', 'Ġtype', 'Ġof', 'Ġthing', 'Ġthey', ""'re"", 'Ġmostly', 'Ġall', 'Ġmen', 'Ġthere', 'Ġthere', 'Ġmay', 'Ġbe', 'Ġa', 'Ġfew', 'Ġbut', 'Ġvery', 'Ġincidental', 'Ġ', 'Ġand', 'Ġuh', 'Ġi', 'Ġi', 'Ġreally', 'Ġthink', 'Ġthat', 'Ġit', ""'ll"", 'Ġbe', 'Ġa', 'Ġlong', 'Ġtime', 'Ġprobably', 'Ġbefore', 'Ġwe', 'Ġsee', 'Ġthat', '</s>']"	"[0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0]"	"['<s>', 'A', 'Ġboard', 'Ġof', 'Ġdirectors', 'Ġis', 'Ġuseless', ',', 'Ġisn', ""'t"", 'Ġit', '?', '</s>']"	[0 0 0 0 0 0 0 0 0 0 0 0 0]
1361	contradiction	slate	contradiction	138193c	138193	The refusal of the French elite to face up to what looks like reality to the rest of us may doom the very European dreams that have sustained the nation's illusions.	( ( ( The refusal ) ( of ( the ( French ( elite ( to ( ( face up ) ( to ( what ( ( looks ( like reality ) ) ( to ( ( the rest ) ( of us ) ) ) ) ) ) ) ) ) ) ) ) ) ( ( may ( doom ( ( the ( ( very European ) dreams ) ) ( that ( have ( sustained ( ( the ( nation 's ) ) illusions ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT The) (NN refusal)) (PP (IN of) (NP (DT the) (JJ French) (NN elite) (S (VP (TO to) (VP (VB face) (PRT (RP up)) (PP (TO to) (SBAR (WHNP (WP what)) (S (VP (VBZ looks) (PP (IN like) (NP (NN reality))) (PP (TO to) (NP (NP (DT the) (NN rest)) (PP (IN of) (NP (PRP us))))))))))))))) (VP (MD may) (VP (VB doom) (NP (NP (DT the) (ADJP (RB very) (JJ European)) (NNS dreams)) (SBAR (WHNP (WDT that)) (S (VP (VBP have) (VP (VBN sustained) (NP (NP (DT the) (NN nation) (POS 's)) (NNS illusions))))))))) (. .)))	The French elites face the same realities that we do.  	( ( The ( French elites ) ) ( ( ( face ( the ( same realities ) ) ) ( that ( we do ) ) ) . ) )	(ROOT (S (NP (DT The) (JJ French) (NNS elites)) (VP (VBP face) (NP (DT the) (JJ same) (NNS realities)) (SBAR (IN that) (S (NP (PRP we)) (VP (VBP do))))) (. .)))	"['<s>', 'The', 'Ġrefusal', 'Ġof', 'Ġthe', 'ĠFrench', 'Ġelite', 'Ġto', 'Ġface', 'Ġup', 'Ġto', 'Ġwhat', 'Ġlooks', 'Ġlike', 'Ġreality', 'Ġto', 'Ġthe', 'Ġrest', 'Ġof', 'Ġus', 'Ġmay', 'Ġdoom', 'Ġthe', 'Ġvery', 'ĠEuropean', 'Ġdreams', 'Ġthat', 'Ġhave', 'Ġsustained', 'Ġthe', 'Ġnation', ""'s"", 'Ġillusions', '.', '</s>']"	[0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0]	['<s>', 'The', 'ĠFrench', 'Ġelites', 'Ġface', 'Ġthe', 'Ġsame', 'Ġrealities', 'Ġthat', 'Ġwe', 'Ġdo', '.', 'Ġ', 'Ġ', '</s>']	[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
1362	contradiction	government	contradiction	28977c	28977	The cost is the present value of estimated net cash outflows at the time the direct loans are disbursed.	( ( ( The cost ) ( is ( ( the ( present value ) ) ( of ( ( estimated ( net ( cash outflows ) ) ) ( at ( the time ) ) ) ) ) ) ) ( ( the ( direct loans ) ) ( ( are disbursed ) . ) ) )	(ROOT (S (S (NP (DT The) (NN cost)) (VP (VBZ is) (NP (NP (DT the) (JJ present) (NN value)) (PP (IN of) (NP (NP (VBN estimated) (JJ net) (NN cash) (NNS outflows)) (PP (IN at) (NP (DT the) (NN time)))))))) (NP (DT the) (JJ direct) (NNS loans)) (VP (VBP are) (VP (VBN disbursed))) (. .)))	Taking out money from the loan increases the interest rate per transaction.	( ( ( ( Taking out ) money ) ( from ( the loan ) ) ) ( ( increases ( ( the ( interest rate ) ) ( per transaction ) ) ) . ) )	(ROOT (S (S (VP (VBG Taking) (PRT (RP out)) (NP (NN money)) (PP (IN from) (NP (DT the) (NN loan))))) (VP (VBZ increases) (NP (NP (DT the) (NN interest) (NN rate)) (PP (IN per) (NP (NN transaction))))) (. .)))	['<s>', 'The', 'Ġcost', 'Ġis', 'Ġthe', 'Ġpresent', 'Ġvalue', 'Ġof', 'Ġestimated', 'Ġnet', 'Ġcash', 'Ġout', 'flows', 'Ġat', 'Ġthe', 'Ġtime', 'Ġthe', 'Ġdirect', 'Ġloans', 'Ġare', 'Ġdis', 'b', 'ursed', '.', '</s>']	[0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0]	['<s>', 'Taking', 'Ġout', 'Ġmoney', 'Ġfrom', 'Ġthe', 'Ġloan', 'Ġincreases', 'Ġthe', 'Ġinterest', 'Ġrate', 'Ġper', 'Ġtransaction', '.', '</s>']	[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0]
1363	contradiction	travel	contradiction	89699c	89699	Considerable contraband trade originated from bases around the island.	( ( Considerable ( contraband trade ) ) ( ( originated ( from ( bases ( around ( the island ) ) ) ) ) . ) )	(ROOT (S (NP (JJ Considerable) (JJ contraband) (NN trade)) (VP (VBP originated) (PP (IN from) (NP (NP (NNS bases)) (PP (IN around) (NP (DT the) (NN island)))))) (. .)))	Very little contraband had actually been found.	( Very ( ( little contraband ) ( ( ( had actually ) ( been found ) ) . ) ) )	(ROOT (S (ADVP (RB Very)) (NP (JJ little) (NN contraband)) (VP (VBD had) (ADVP (RB actually)) (VP (VBN been) (VP (VBN found)))) (. .)))	['<s>', 'Consider', 'able', 'Ġcontr', 'aband', 'Ġtrade', 'Ġoriginated', 'Ġfrom', 'Ġbases', 'Ġaround', 'Ġthe', 'Ġisland', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'Very', 'Ġlittle', 'Ġcontr', 'aband', 'Ġhad', 'Ġactually', 'Ġbeen', 'Ġfound', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0]
1364	contradiction	telephone	contradiction	87987c	87987	criminals criminals because people wouldn't register them i i i live in California and and we just had a a registration a law registration for automatic guns and uh	( criminals ( criminals ( ( ( because ( ( ( people ( ( would n't ) ( register ( them ( ( i ( i ( i live ) ) ) ( in California ) ) ) ) ) ) and ) ( and ( we ( just ( ( had ( a ( ( a registration ) ( a ( law registration ) ) ) ) ) ( for ( automatic guns ) ) ) ) ) ) ) ) and ) uh ) ) )	(ROOT (S (NP (NNS criminals)) (VP (VBZ criminals) (SBAR (SBAR (IN because) (S (S (NP (NNS people)) (VP (MD would) (RB n't) (VP (VB register) (S (NP (PRP them)) (NP (NP (FW i) (FW i) (FW i) (FW live)) (PP (IN in) (NP (NNP California)))))))) (CC and) (S (CC and) (S (NP (PRP we)) (ADVP (RB just)) (VP (VBD had) (NP (DT a) (NP (NP (DT a) (NN registration)) (NP (DT a) (NN law) (NN registration)))) (PP (IN for) (NP (JJ automatic) (NNS guns)))))))) (CC and) (FRAG (INTJ (UH uh)))))))	Anyone who owns a gun is a criminal.	( ( Anyone ( who ( owns ( a gun ) ) ) ) ( ( is ( a criminal ) ) . ) )	(ROOT (S (NP (NP (NN Anyone)) (SBAR (WHNP (WP who)) (S (VP (VBZ owns) (NP (DT a) (NN gun)))))) (VP (VBZ is) (NP (DT a) (JJ criminal))) (. .)))	"['<s>', 'crim', 'inals', 'Ġcriminals', 'Ġbecause', 'Ġpeople', 'Ġwouldn', ""'t"", 'Ġregister', 'Ġthem', 'Ġi', 'Ġi', 'Ġi', 'Ġlive', 'Ġin', 'ĠCalifornia', 'Ġand', 'Ġand', 'Ġwe', 'Ġjust', 'Ġhad', 'Ġa', 'Ġa', 'Ġregistration', 'Ġa', 'Ġlaw', 'Ġregistration', 'Ġfor', 'Ġautomatic', 'Ġguns', 'Ġand', 'Ġuh', '</s>']"	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'Anyone', 'Ġwho', 'Ġowns', 'Ġa', 'Ġgun', 'Ġis', 'Ġa', 'Ġcriminal', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0]
1365	contradiction	slate	contradiction	2266c	2266	As environmental advocate Michael Colby told reporters, Irradiation is a cop-out.	( ( As ( ( environmental ( advocate ( Michael Colby ) ) ) ( told reporters ) ) ) ( , ( Irradiation ( ( is ( a cop-out ) ) . ) ) ) )	(ROOT (S (SBAR (IN As) (S (NP (JJ environmental) (NN advocate) (NNP Michael) (NNP Colby)) (VP (VBD told) (NP (NNS reporters))))) (, ,) (NP (NNP Irradiation)) (VP (VBZ is) (NP (DT a) (NN cop-out))) (. .)))	Michael Colby told the politicians that he thinks irradiation is a cop-out.	( ( Michael Colby ) ( ( ( told ( the politicians ) ) ( that ( he ( thinks ( irradiation ( is ( a cop-out ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NNP Michael) (NNP Colby)) (VP (VBD told) (NP (DT the) (NNS politicians)) (SBAR (IN that) (S (NP (PRP he)) (VP (VBZ thinks) (SBAR (S (NP (NN irradiation)) (VP (VBZ is) (NP (DT a) (NN cop-out))))))))) (. .)))	['<s>', 'As', 'Ġenvironmental', 'Ġadvocate', 'ĠMichael', 'ĠCol', 'by', 'Ġtold', 'Ġreporters', ',', 'ĠIr', 'rad', 'iation', 'Ġis', 'Ġa', 'Ġcop', '-', 'out', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'Michael', 'ĠCol', 'by', 'Ġtold', 'Ġthe', 'Ġpoliticians', 'Ġthat', 'Ġhe', 'Ġthinks', 'Ġirrad', 'iation', 'Ġis', 'Ġa', 'Ġcop', '-', 'out', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0]
